title,bait,question,incl_caps,number_start,you,word_count,make_me,modifier,curse
33 Mindblowing Documentaries You Can Watch On Netflix Right Now,1,0,0,1,1,10,1,0,0
The Interesting Details In The ?Game Of Thrones? Finale You May Have Missed,1,0,0,0,1,13,0,0,0
19 Reasons Olenna Tyrell Is Undeniably The Best Part Of ?Game Of Thrones?,1,0,0,1,0,13,0,0,0
Crystal Pepsi Is Coming Back Because The ?90s Are Alive And Well,1,0,0,0,0,12,0,0,0
Here?s How To Know If You Should Use A Condom,1,0,0,0,1,10,0,0,1
27 Times Margaery On ?Game Of Thrones? Was Actually The Best,1,0,0,1,0,11,0,1,0
This Dude Invented A Trippy-Ass Scarf That Makes It Impossible To Take Photos Of Its Wearer,1,0,0,0,0,16,0,0,1
A Woman Re-Created That Creepy Black Bath Bomb IRL,1,0,1,0,0,9,0,0,0
People Are Making Sushi Food Hybrids And It Is Bonkers,1,0,0,0,0,10,1,0,0
We Need To Talk About That Insane ?Game Of Thrones? Twist,1,0,0,0,0,11,1,1,0
?Game Of Thrones? Just Revealed Something Huge And People Aren?t OK,1,0,1,0,0,11,1,1,0
BeyoncÇ And Kendrick Lamar Just Surprised Everyone,1,0,0,0,0,7,0,1,0
A Police Officer Proposed To His Boyfriend At Pride And Melted Everyone?s Hearts,1,0,0,0,0,13,0,1,0
21 Technicolor Treats That Will Make Your Mouth Water,1,0,0,1,1,9,1,0,0
Laverne Cox Reveals Everything You Need To Know About Sophia In Season 4 Of ?Orange Is The New Black?,1,0,0,0,1,19,1,1,0
 21 Awesome Products From Amazon To Put On Your Wish List,1,0,0,0,1,12,0,1,0
Here Are All The Hilarious Things Celebs Looked Like At The 2016 VMAs,1,0,0,0,0,13,0,1,0
BeyoncÇ Straight Up Made The VMA Red Carpet With Black Girl Magic,1,0,1,0,0,12,0,0,0
Can You Get Through This Post Without Spending $50?,1,1,1,0,1,9,1,0,0
24 Times Blake Lively Was Really Fucking Funny On Instagram,1,0,0,1,0,10,0,1,1
19 ?00s Songs You Definitely Forgot About Until This Very Second,1,0,0,1,1,11,0,1,0
23 Beautiful Dresses That Only Look Expensive,1,0,0,1,0,7,0,0,0
16 Reasons Why Plus-Size Women In Sheer Clothing Is Not A Good Look,1,0,0,1,0,13,0,0,0
23 Insanely Pretty Things Everyone Obsessed With School Supplies Needs To Own,1,0,0,1,0,12,0,1,0
16 Pieces Of Harley Quinn Swag You?d Be Crazy Not To Buy,1,0,0,1,1,12,0,1,0
27 Times Chrissy Teigen?s Instagram Was Actually Better Than Her Twitter,1,0,0,1,0,11,0,1,0
Some Teens Pretended To Be Pregnant Using A Watermelon So They Could Sneak Snacks Into A Theater,1,0,0,0,0,17,0,1,0
"A Hostile Cat Attacked Seven Pit Bulls, Leaving One Scratched And Bloody",1,0,0,0,0,12,0,0,0
Grey OmbrÇ Hair Is The Newest Color Trend And It?s Freaking Beautiful,1,0,0,0,0,12,0,1,0
People Were Not Happy With Ellen After She Posted A Usain Bolt Meme,1,0,0,0,0,13,0,1,0
Dancing Horses At The Olympics Should Get Their Own Fucking Medals,1,0,0,0,0,11,0,1,1
We Tried Kylie Jenner?s Ramen Recipe And It Was Good As Hell,1,0,0,0,0,12,0,1,1
This Video Shows Exactly Just How Much Work Goes Into Being A Beauty Addict,1,0,0,0,0,14,0,0,0
26 Food Hacks That Will Make You Laugh But Also Cry,1,0,0,1,1,11,1,1,0
31 Beautiful Products You Won?t Believe You Can Get On Amazon,1,0,0,1,1,11,1,0,0
24 Hairstyles You?ll Actually Want To Wear To Your School Formal,1,0,0,1,1,11,0,1,0
"?What The Hell Is A Panju?? And Other Questions I, A Brown Potterhead, Have For J.K. Rowling",1,1,0,0,0,19,0,0,1
7 Ridiculously Easy Makeup Tips That You?ll Actually Want To Try,1,0,0,1,1,11,0,1,0
16 Photos Showing The Difference Between ?00s Formals And Now,1,0,0,1,0,10,0,0,0
This Guy Took Pics Of Statues Before And After Telling Them He Thought They?d Be Bigger In Person,1,0,0,0,0,18,0,1,0
Mermaid Crowns Are The New Flower Crowns And I?m Not Mad At It,1,0,0,0,0,13,0,0,0
23 DIY Ways To Make Your Home Even Cuter,1,0,1,1,1,9,1,0,0
Lance Bass Is Proof There?s Hope For All Of Us,1,0,0,0,0,10,0,0,1
Taylor Swift Just Called Out Kanye West On Instagram,1,0,0,0,0,9,0,0,0
We Tried Wearing Drug Store Makeup For A Week And There Were Some Hits And Misses,1,0,0,0,0,16,0,0,0
7 Easy Ways To Eat Fewer Carbs This Week,1,0,0,1,0,9,0,0,0
Kim Kardashian Is Damn Good At Cooking Soul Food And You Better Not Forget It,1,0,0,0,1,15,0,0,1
This Fitness And Beauty Vlogger Looks Exactly Like Priyanka Chopra,1,0,0,0,0,10,0,0,0
Here?s The Most Popular Ice Cream Shop In Every State,1,0,0,0,0,10,0,1,0
Taylor Swift And Her Friends Finally Shared All The Pics From July 4th That We?ve Been Waiting To See,1,0,0,0,0,19,0,1,0
Which Beauty Influencer Are You Most Like?,1,1,0,0,1,7,0,0,0
To Every White Person Who Thinks They Know My Cultures Better Than I Do,1,0,0,0,0,14,0,1,0
Fifth Harmony Sang A Bunch Of Destiny?s Child Hits And It?s Everything,1,0,0,0,0,12,0,1,0
9 Insanely Easy Ways To Fix Your iPhone,1,0,0,1,1,8,0,1,0
Can You Get 9/9 On This 1960s Louisiana Literacy Test?,1,1,0,0,1,10,1,0,0
People Are Making Sushi Food Hybrids And It Is Bonkers,1,0,0,0,0,10,1,0,0
Justin Timberlake Gave His Thoughts On Jesse Williams? Speech About Race And Black People Went In,1,0,0,0,0,16,0,0,0
18 Reasons Scotland And London Should Tell The Rest Of The UK To Fuck Off And Just Go It Alone,1,0,1,1,0,20,0,0,1
"Answer These Questions About The Slang You Use, And We?ll Guess Which Indian City You?re From",1,0,0,0,1,16,0,0,0
A Teenager Dressed Me For A Week And It Actually Was Awesome,1,0,0,0,0,12,0,1,0
Fans Have Uncovered An ?Incredibles? Theory That Is Pretty Damn Incredible,1,0,0,0,0,11,0,0,1
We Need To Talk About Selena Gomez?s Strong AF Instagram Game,1,0,1,0,0,11,1,0,1
Here?s Exactly What To Make For Dinner This Week,1,0,0,0,0,9,0,0,0
18 Stunning Photos Of America Like You?ve Never Seen It Before,1,0,0,1,1,11,0,0,0
27 Problems Only Aussie Kardashian Fans Face,1,0,0,1,0,7,0,0,0
15 Totally Underrated Wines Under $15,1,0,1,1,0,6,0,1,0
This 6-Year-Old Girl Can Do Her Makeup Better Than Most Of Us Could Ever Dream Of,1,0,0,0,0,16,0,0,0
People Can?t Stop Talking About How This Girl Defended Her Girlfriend On Twitter,1,0,0,0,0,13,0,0,0
19 Times Gringos Got Colombia Wrong,1,0,0,1,0,6,0,0,0
This Couple Had An Insanely Unique Baby Gender Reveal,1,0,0,0,0,9,0,1,0
We Can Tell Where You Last Had Sex In Just Five Questions,1,0,0,0,1,12,0,0,1
This Woman Photoshops Indian Outfits On American Stars To Fight Fashion-Based Racism,1,0,0,0,0,12,0,0,0
"Here?s A Close Look At Gigi Hadid?s $2,000 Met Gala Manicure",1,0,1,0,0,12,0,0,0
Which Tasty Recipe Should You Make For Dinner Tonight?,1,1,0,0,1,9,1,0,0
People On Twitter Are Asking Disney To Give Elsa A Girlfriend In ?Frozen 2?,1,0,0,0,0,14,0,0,0
13 Killer Makeup Looks Inspired By BeyoncÇ?s ?Lemonade?,1,0,0,1,0,8,0,0,0
7 Easy Ways To Actually Be a Clean Person,1,0,0,1,0,9,0,1,0
People Are Dropping Random Objects In The Bath For This Ridiculous New Meme,1,0,0,0,0,13,1,1,0
"22 Photos That Prove Men Should Never, Ever Wear Kilts",1,0,0,1,0,10,0,0,0
L.A.?s Hottest New ?Work Out? Is Basically Dandiya,1,0,0,0,0,10,0,1,0
Here Are The Best And Worst Foods We Ate At Coachella,1,0,0,0,0,11,0,0,1
We Made BeyoncÇ?s Lemonade And It Was Interesting,1,0,0,0,0,8,0,1,0
Here?s The Sexist Detail In Movie Posters You Probably Never Noticed,1,0,0,0,1,11,0,0,1
16 Mom Trends That Are Blowing Up Pinterest,1,0,0,1,0,8,1,1,0
PSA: Australians Are Drinking Milo Totally Wrong,1,0,1,0,0,7,0,1,0
24 Little Reasons Brunette Girls Shouldn?t Dye Their Hair,1,0,0,1,0,9,0,0,0
21 Products You?ll Want If You Love Being Fancy,1,0,0,1,1,9,0,1,0
24 Awesome Regional Snacks That Everybody Should Try Once,1,0,0,1,0,9,0,1,0
How Well Do You Know Panic! At The Disco Lyrics?,1,1,0,0,1,10,0,0,0
46 Surprising BeyoncÇ Facts That Will Make You Admire Her Even More,1,0,0,1,1,12,1,0,0
Just A Reminder That Kareena Kapoor Used To Dress Like This,1,0,0,0,0,11,0,1,0
17 Bikinis That Prove Every Body Is A Beach Body,1,0,0,1,0,10,0,1,0
This Rainbow Highlighter Will Transform Us Mere Humans Into Unicorns,1,0,0,0,0,10,0,1,0
The 100 Sexiest Male Names Ranked By Sexiness,1,0,0,0,0,8,0,0,1
Here?s What All The Celebrities Wore To Coachella This Year,1,0,0,0,0,10,0,0,1
Let?s Stop Pretending Almonds Are Good,1,0,0,0,0,6,0,0,0
27 Bralettes For Small Boobs That?ll Make Your Big-Boobed Friends Jealous,1,0,0,1,1,11,1,0,1
Food In Britain Vs. Food In America,1,0,0,0,0,7,0,0,0
22 Pictures Of Food Packaging That Will Fuck You Off So Much,1,0,0,1,1,12,1,1,1
"We Checked, And The Unrecognisable Woman In This Photoshoot Is Priyanka Chopra",1,0,0,0,0,12,0,0,0
26 Things Trump Supporters Badly Want To Ask Bernie Sanders Supporters,1,0,0,1,0,11,0,0,0
"18 Romantiker, die am Maibaum gescheitert sind",1,0,0,1,0,7,0,0,0
All The Looks From The 2016 MTV Movie Awards,1,0,1,0,0,9,0,0,0
35 Things Australians Are Doing Completely And Utterly Wrong,1,0,0,1,0,9,0,0,0
Here?s What The Kids From ?The Powerpuff Girls? Look Like Today,1,0,0,0,0,11,0,0,0
Famous Cartoons Reimagined As Hipsters,1,0,0,0,0,5,0,0,0
Can You Make It To The End Of This ?Friends? Trivia Quiz?,1,1,0,0,1,12,1,0,0
Only Serious Harry Potter Fans Will Be Able To Finish This Quiz,1,0,0,0,0,12,0,0,0
8 Fast Food Brands If They Were Pronounced In Spanish,1,0,0,1,0,10,0,0,0
Can You Pass This Canadian Spelling Test?,1,1,0,0,1,7,1,0,1
We Tried Natural Makeup Looks To Show Men What ?No Makeup? Looks Like,1,0,0,0,0,13,0,0,0
42 Insanely Awesome And Inexpensive Things You Can Get At ASOS,1,0,1,1,1,11,1,1,0
Here Is How To Solve A Very Important Peanut Problem,1,0,0,0,0,10,0,1,0
Can You Pass This Really Difficult Baking Test?,1,1,0,0,1,8,1,1,1
17 Pictures That Prove Black Lipstick Should Be Stopped,1,0,0,1,0,8,0,1,0
